GEOID,n_obs,Q2yr_gev,Q10yr_gev,Q50yr_gev,Q100yr_gev,gev_shape,aic_gev,Q2yr_lp3,Q10yr_lp3,Q50yr_lp3,Q100yr_lp3,aic_lp3,Q100yr_best,best_model
48249,51,29.605750293297735,640429.723524551,9195445776.481848,526035006829.25085,-5.795757911367547,1009.5496801239244,1229.3773110863851,8965.771316157732,22258.336229400666,29278.59624132762,209.09257213999717,29278.59624132762,LP3
48251,39,185.37604666924213,1733082.3084958554,46536620113.59278,3468852795527.73,-6.174841624905849,836.897389070364,2965.501587406261,8223.480303506756,11825.7216933828,12967.5453245635,115.4566330610866,12967.5453245635,LP3
48253,94,103.1033921312605,12441207.124384925,1555111738888.594,222077238367084.2,-7.10599074627296,2122.5243109603107,3314.1437572974646,11962.541901257671,24397.56075096072,31045.191378189913,281.90267879532666,31045.191378189913,LP3
48255,94,520.7111274959556,3885857.629278406,196863055768.7373,19191787020471.312,-6.559238108726618,2285.5357405087525,8275.122962988005,28287.968264596773,54912.370475282434,68475.56835018119,276.5330594752783,68475.56835018119,LP3
48257,72,709.0518996549913,4300317.785845141,194455281134.97256,18067999848083.64,-6.490442388763697,1818.0241034709984,13226.54050718988,32345.71869721223,48822.83578971133,55301.39442790665,177.42920701255176,55301.39442790665,LP3
48259,88,141.8285630849716,127877.52179394197,567278732.1792399,19759549538.445255,-5.085201780803361,2238.4649233740647,14393.586104387046,91806.77624332505,194517.67756843223,239692.38694949533,351.52899011445527,239692.38694949533,LP3
48263,26,1136.7359913892683,4800.822097733421,15578.591864452545,25427.68862388543,-0.6938759878952405,451.0749405565444,1154.464469402477,4773.056248532165,12741.013195372168,18448.09117511974,79.86509023704234,18448.09117511974,LP3
48265,75,71.04227199832437,3654340.6002453384,106796429760.4736,8250446140703.079,-6.226055939501677,1736.570400066264,6311.626380839763,56481.14102071393,137350.0275912827,175879.67008825293,325.6319687201006,175879.67008825293,LP3
48267,92,140.60477232444714,3101985.687122758,80530603739.74329,5917596472198.079,-6.154373128106103,2292.428592490742,14894.54392445187,102896.94494582908,205883.56960386067,245736.47045548563,381.4532299089359,245736.47045548563,LP3
48269,46,152.9274687597374,808939.8336055588,13913106720.653225,859091885155.9365,-5.905159206145594,905.2845640980348,1044.8178210351257,7670.534653855722,35293.431231672126,64334.30920591044,158.8726931776941,64334.30920591044,LP3
48271,86,28.08727874656386,1543042.7714720836,22492180256.53959,1294906286130.0132,-5.8048761818354535,1943.933928890475,5145.018161018602,90627.07179697591,264433.65433360124,350272.3890040964,423.04829958782767,350272.3890040964,LP3
48273,10,103.83129054021562,218336.42325657784,4200451257.8894386,271979674248.57892,-5.973177125064421,161.31640725862894,373.7696136587403,2669.9550493163983,14767.60945831278,29891.730025765253,35.54048302680073,29891.730025765253,LP3
48275,56,365.86938651676326,211371.85092050297,3897275276.356168,247987544129.49475,-5.94820693750486,1237.7128274880188,2753.5423765559053,7753.481208102082,14958.427454788092,18978.876443598303,137.1696678793446,18978.876443598303,LP3
48277,65,880.556923065668,112762125.32111932,99856325475063.16,3.262816456006575e+16,-8.291479660527926,1797.1093779008131,38388.81409426273,66733.66930762853,80524.5560840273,84316.55379775699,110.40651271097376,84316.55379775699,LP3
48281,98,620.0806549592758,30669542.85829866,7446975782920.138,1408108717390626.2,-7.508042655065527,2641.3486343405816,24930.122450449948,74791.40980178524,134129.0059773595,162642.86657395255,267.4759924887195,162642.86657395255,LP3
48283,82,29.823323784245865,2362653.26045106,46856303299.67135,3072580300570.0283,-5.991297785021715,1922.5540072013016,5722.882645486332,26233.82860772962,48724.77294071622,57905.0219947254,295.59030939587234,57905.0219947254,LP3
48285,72,336.38202107738067,4812084.174938519,299249497269.4882,31813240859963.246,-6.683313610805374,1772.986158492973,9386.617975108818,35314.1844599844,70081.95950504922,87558.15385820757,226.9690352594029,87558.15385820757,LP3
48287,52,52.03177138167099,1214578.2096574786,27610942663.84009,1918167509202.915,-6.073974829596592,1063.7022262584958,1880.343553618251,8670.080200091765,14923.961251979086,17124.651166712356,194.0779721557965,17124.651166712356,LP3
48289,84,189.05798229426475,2902881.8471803064,124791224907.98586,11349334674949.502,-6.459759368704158,2135.6399535348646,15660.703901806726,46779.30638192101,64115.941348958746,68623.85934974872,261.7815555770834,68623.85934974872,LP3
48291,99,871.2199976592451,48376941.211034946,16152077559181.562,3494287754290613.0,-7.700880509652563,2756.3378118795513,41746.72113202008,95303.32274783954,129170.28837916986,139797.84778909592,240.16699633775065,139797.84778909592,LP3
48293,62,102.52579518026596,1580911.253867233,43827115415.32508,3311200881128.1313,-6.194139278755862,1476.1248670385582,6966.603159851203,22256.059675974117,26206.596216423983,26708.42705560428,184.98886532748304,26708.42705560428,LP3
48295,62,16.593244091422648,67039.17725485144,110190371.06372158,2521462691.603812,-4.483439650004365,1136.0451147331585,770.5630590469481,7909.562614394743,18359.050714964033,22785.978318142803,281.88339643843796,22785.978318142803,LP3
48297,102,80.8808996971522,5774772.606192896,235076702358.29605,20891790313964.457,-6.42671408797505,2520.506610565021,9725.532947563466,38534.46656814864,73849.69547572892,90207.58724914012,334.83203067489865,90207.58724914012,LP3
48299,88,1726.1715190433122,72684874.1035672,32398824618608.723,7919803096082120.0,-7.875846805268467,2386.599930186446,33255.367074182395,139928.70885778757,286900.7825261932,360562.79986101104,293.09736379668755,360562.79986101104,LP3
48303,13,140.56195732836767,170901.28715793145,2893538902.2362714,177531846886.75195,-5.89602901458788,239.7631641974098,1300.1877416945413,3533.0219197018937,4665.872213325311,4945.922928391702,43.412750651220726,4945.922928391702,LP3
48307,79,41.02087384630261,410264.3883557017,2471569082.029262,97939698488.42088,-5.269898416597396,1712.4248216386604,2670.1044772161667,22451.395543329993,65463.68070296363,92137.96684121342,325.46653503779504,92137.96684121342,LP3
48309,115,182.2448825680668,22535514.17179772,4320205822369.608,739211370618942.8,-7.364942736296253,3131.9665630713935,31090.475211132427,104232.67869584108,167958.1573597501,191318.3608645769,361.4005484777296,191318.3608645769,LP3
48311,91,128.14643832198058,1327425.0214542265,32367768973.61893,2316326151407.241,-6.116456417682735,2209.408903125568,8409.543116952063,33808.949328627416,60412.137754481766,71227.11972044017,309.47118511718793,71227.11972044017,LP3
48313,80,75.82086588596619,4743912.863471285,167423777213.62396,14007962822029.049,-6.340283621376468,2084.8960866695757,18427.356576362075,64968.255875631905,112895.9798196116,132757.8385289268,254.2091255107418,132757.8385289268,LP3
48315,97,377.5738509460928,2556715.935695448,95454854872.009,8179188047979.569,-6.374430515002665,2271.8648494032564,5164.540096568482,17145.950260913178,34916.51923573977,44786.693952321104,270.47059404694517,44786.693952321104,LP3
48319,55,198.38144868512384,7540496.815726686,372503830407.7681,35928114483789.79,-6.5439113712135875,1415.937033344657,18706.556136604973,117161.91278545192,273125.2326060123,352974.7091581226,215.91929041149157,352974.7091581226,LP3
48321,68,230.0106214011024,15568997.293627242,2274455430490.5234,346935816979414.5,-7.200405392407873,1818.8122664480632,27707.206992662817,65393.02532334943,83098.23023152519,87388.0249814293,180.95932036474747,87388.0249814293,LP3
48323,25,11700.703353038049,11714.947915245357,11894.891693120178,12275.705121430836,-1.5508030971523337,874.834970314455,40888.25664908221,164206.42753477237,511086.28675299376,807792.3817204318,67.14345032377295,807792.3817204318,LP3
48325,73,38.33937410090812,2927077.296581897,72817090600.10602,5255105327672.73,-6.128530315767138,1722.9735432416346,8078.72129361108,41981.07833396104,67163.06676657072,74259.99704273888,288.37263390749825,74259.99704273888,LP3
48327,91,47.0905514220614,1162327.6859392135,14835787888.299229,807495297662.8895,-5.724483485662404,2024.451074129207,4509.861898361568,42003.69082444362,93571.72023266109,114790.29744158416,403.52488812466584,114790.29744158416,LP3
48331,94,2480.195715599316,17100936.164893392,2690037509258.07,423383162310756.75,-7.245267658913725,2486.812489539299,21510.02833699599,79061.4572882625,186632.9882746672,256228.54712596256,263.9261682685257,256228.54712596256,LP3
48333,53,37.943194609148264,2703341.078101353,63501602658.06656,4473008971896.793,-6.0937941288257065,1229.166144302484,5249.535650190473,17903.08275039442,29801.87638570144,34422.9472161055,169.5553881829941,34422.9472161055,LP3
48335,79,291.2322792981224,1955542.1368465645,62462499204.868645,5010536338522.716,-6.2799563313189175,1772.1001877810452,3350.849201135352,12342.595881551872,27861.952247103185,37332.83470752131,229.25909424818275,37332.83470752131,LP3
48337,15,450.194864386984,19001.27835583891,599317.2475889307,2582523.3287512804,-2.092258902127252,260.29893564910304,370.7367489163534,16840.206893067774,898326.2575049183,5080762.609543829,,5080762.609543829,LP3
48339,86,402.54696546378045,7849359.495844299,705816800117.3329,87694171899746.14,-6.906591253460277,2143.3332019031513,11580.346508427176,49376.17668400177,100618.66364032628,125902.71510536825,289.46948567984555,125902.71510536825,LP3
48341,11,460.7416240802659,635.6896077976105,668.7795990712572,673.5772968465233,0.8539920948886,151.97508679005352,423.8466492636574,646.2428682563444,670.8693842898346,672.7761189858028,7.278631055872419,672.7761189858028,LP3
48343,45,364.2735466567544,2107190.049917971,71675480342.64151,5904558186066.635,-6.318052739085154,1045.4298897316785,4841.182311708305,29585.997817330543,103163.4763556105,165115.02679288932,155.9230379388484,165115.02679288932,LP3
48347,93,990.282050971894,1075.203951388907,13665.046183212193,106035.70044026176,-3.0288286996831992,2552.3405463251215,10655.00647048608,25650.906456493667,36491.06582959825,40222.93234598904,232.9390376300594,40222.93234598904,LP3
48349,79,839.4446824329589,10985024.826249596,1792361279173.4463,286486476678473.75,-7.26737414071118,1992.5389924315484,14766.420115541234,38604.39670832358,52839.87814615007,56934.54600989815,221.7201568187889,56934.54600989815,LP3
48351,106,7958.060548300038,46328375.00890107,39059956180375.25,1.2501512088809012e+16,-8.261844402134942,2919.418374669443,38189.95592525196,85359.98293728365,138410.55836366545,164124.18068238924,208.39390008117533,164124.18068238924,LP3
48355,51,29.946192359875862,1413117.6116459952,20762173175.522297,1199319330594.6658,-5.809675329878836,1089.196452356187,2260.284975713684,11764.213857523113,25313.92040430247,31962.94825673954,189.52980524530287,31962.94825673954,LP3
48359,16,29.475993979997305,2293204.8627218446,47830197624.75337,3203997914808.4067,-6.021818711378769,260.3615243675485,16.29953261189449,5806.624342090108,3033248.977025421,47117467.84768291,,47117467.84768291,LP3
48361,50,323.3062041968329,4882643.249784267,308792432213.03296,33062174785831.492,-6.69350486943091,1160.886976213692,3820.679261273727,62900.39325780377,636475.2318540626,1624590.251510557,196.76105810698985,1624590.251510557,LP3
48363,89,41.768098764966055,8113396.184266545,392681710477.9377,37547495856752.91,-6.531500357541695,2330.959380289658,19925.25189655133,53916.470727488755,76748.31862511167,83918.59603062096,251.6470833835368,83918.59603062096,LP3
48365,81,1957.3949224046312,1364551.4878189126,1253921537.5260773,22449122874.04587,-4.13195796221725,1977.793512943637,14055.697534117082,39201.67125711278,71516.44243077422,88161.23765237472,202.5033434605852,88161.23765237472,LP3
48367,71,233.06776292017713,6062187.928773173,445318786724.69934,50795185299415.89,-6.784151748798443,1763.0724629378676,12249.276107047755,47651.49714216402,78471.11079620848,89312.1668789549,244.8081071411386,89312.1668789549,LP3
48371,80,34.07402217960718,42.64188251881535,80.20161388381348,123.80227956351987,-0.9264148687497992,1860.8616351858263,328.55768929719443,2210.363483133124,9274.980279934653,16241.047830726036,267.7201393302217,16241.047830726036,LP3
48373,61,1210.7742083070584,12672423.830537949,1495459863875.4194,208435212683848.4,-7.071211354776308,1669.0149536402837,40593.17371081219,97535.49881356693,125428.60184779036,132392.61806162223,164.78952423124997,132392.61806162223,LP3
48375,79,59.02203726100717,2232860.2611302924,45677171072.43029,3034809173599.74,-6.010085467090713,2024.785723442477,15431.07361645945,54377.09690698036,91370.19389806745,105733.25257475268,254.3697164695404,105733.25257475268,LP3
48381,21,23.98842162240002,1129544.0178981964,14128693981.484756,762455750616.8021,-5.712226209621413,353.78675443160176,510.159006711408,4103.148626894568,6081.784744354809,6454.002472169714,99.8968894405279,6454.002472169714,LP3
48387,29,686.3756675061186,18346.89933457427,53104.83435185108,77882.41133942424,-0.4615443928218113,627.372950400071,6450.562830377994,16280.140353821143,27415.1207825653,32740.597467009145,71.73705005935336,32740.597467009145,LP3
48389,94,35.915013286013576,443022.3058392084,4859085508.343158,248056671540.46756,-5.632694722324813,1961.589880426772,1322.508565169545,6496.289724161037,21253.474745552685,33703.25012244644,,33703.25012244644,LP3
48391,72,121.21449841684884,4566599.900651583,273719571260.34457,28649273962951.992,-6.660998083396379,1713.602244081796,6354.207208020651,26342.567889402584,53241.07428717408,66518.20404379317,240.0140748924227,66518.20404379317,LP3
48395,31,54.193501469546874,3102272.1895579607,140266873242.7269,13031661625004.049,-6.490291814572776,707.9623785871995,13265.372342229904,54668.003618031624,64965.45304805931,66117.39042692485,121.3196261618274,66117.39042692485,LP3
48397,39,290.6565758862414,4043303.87898297,224597552242.9327,22764149052758.67,-6.614955760942786,949.147883899464,14518.865948925348,47250.426650230496,60446.778254461104,62949.901828135226,134.91895751150253,62949.901828135226,LP3
48399,104,132.3752669845878,3347367.586566303,160097315587.18112,15231769604414.629,-6.524330885854708,2534.9403079740664,9052.33746858311,32772.70097925834,53023.93533923389,60173.1053998186,343.43606957938385,60173.1053998186,LP3
48401,42,426.9659767399002,2025065.5848264196,378208071578.1526,64008248873120.82,-7.34924817054797,945.7179401388296,4581.302513626012,12379.933763600682,18226.37521632186,20235.789349390867,119.65111636203513,20235.789349390867,LP3
48403,24,148.00765046164076,1456227.025019262,41695058034.14114,3193457247174.9277,-6.213708260636185,481.5591131159623,1733.7874905814394,9779.316253220284,26354.0153162728,37060.61217040408,89.94005553451638,37060.61217040408,LP3
48405,59,239.6454419413658,2280367.7400826705,81284049485.25423,6829766515790.452,-6.346360486871578,1350.172859796491,4419.046835671753,13356.038469674377,23574.502757147737,28332.1955527825,166.1331754063075,28332.1955527825,LP3
48407,33,88.87659459035746,1833224.0613360784,56583957813.24401,4473541298894.294,-6.259157756998395,663.0078891783722,1204.2246148738725,6603.7520186338015,20624.4223931563,31482.39427996033,113.5207529875092,31482.39427996033,LP3
48409,78,210.9517995635879,454534.5054471048,5080069527.569476,261452011306.298,-5.644322815990842,1836.9992182778972,7057.078767561281,39391.76436095037,82322.9408361135,101860.7479167992,297.73725940804013,101860.7479167992,LP3
48411,77,461.4213064998206,4927344.894047213,312172059392.1378,33449459881766.77,-6.694594181453603,1884.1776450475325,8752.337308217795,45868.53401365168,119423.84718603344,166196.95097921864,267.9136444636734,166196.95097921864,LP3
48415,64,154.86910993263135,1317726.0352568529,32526428637.455032,2339760453046.6787,-6.123870190480243,1355.0183892330074,1897.0653974368329,8931.806190621404,24199.772977812147,34804.679149885524,206.2972164576913,34804.679149885524,LP3
48417,98,280.8156209487607,8002894.325196066,722284518967.542,89879768074106.4,-6.908816952472865,2395.220974924383,7744.172922545441,28542.38950740712,61105.19972952461,79591.37936822227,291.37775935135255,79591.37936822227,LP3
48419,31,254.5326163122894,276.9218158337071,480.926295378154,841.4270482276709,-1.3570257123747265,850.8369638113151,3202.8487055172886,10644.80413744316,20164.451801445724,24898.337630920298,94.22294729757118,24898.337630920298,LP3
48425,93,144.96877062058618,28053618.286464717,6327958893428.771,1159818011712293.2,-7.463422760194179,2512.981730839201,28838.924993360182,66975.1296700878,86755.00207412276,91996.64050219292,238.08114271917864,91996.64050219292,LP3
48429,70,110.21621384212992,2616880.047547445,104811165574.84114,9251196958316.742,-6.416900740155256,1630.9657170832058,4943.976009196025,18411.28257878982,36051.096988072626,44776.91345424123,220.52625240195073,44776.91345424123,LP3
48431,60,34.04477344774727,477312.9629825488,5531268317.792854,289014934869.188,-5.666000206373536,1195.4078013994636,1529.961744649556,8914.284592350125,16656.797622165952,19510.58808657792,240.1584358739921,19510.58808657792,LP3
48433,88,468.92773833239863,5744692.983902945,405441278783.1541,45471544688226.914,-6.759946323332866,2200.127899395034,11231.34758721966,37070.10607145389,66053.24022433766,79103.07365163877,262.94837183001226,79103.07365163877,LP3
48437,29,50.98281777653092,1409328.7154042514,36620848485.27345,2692018729560.1616,-6.1549182038500305,551.85671813236,1076.646344773595,4902.914674484274,8904.76093977286,10477.832367949555,108.74550558786468,10477.832367949555,LP3
48439,100,172.30840978718473,9385647.412099805,951114577063.6156,124294286375726.38,-6.9789444499321025,2516.751434445673,10978.021624916635,31701.292493114557,53745.92532269241,63555.726762399325,271.8166510238181,63555.726762399325,LP3
48441,41,1178.3426690059796,3474.5444141049884,9215.650536919771,13964.981899124024,-0.5996834840224531,678.3612231392025,1193.446167337126,3561.566213975433,8615.005707299311,12282.884592547234,87.7353139552288,12282.884592547234,LP3
48443,36,58.11740137404125,2282767.035459242,47465159326.53452,3175398845898.189,-6.0199497950456,770.8165933790335,3258.746132199217,33623.65996216957,89812.28623847771,118885.6787747934,163.08148452442137,118885.6787747934,LP3
48445,19,54.25497203563371,135.67930212080276,237.5534202139587,291.94891523435194,-0.2019839042913699,203.1854219658239,54.150875651908216,141.56591777186532,218.1886413229257,248.24322362133276,54.29361336889226,248.24322362133276,LP3
48447,55,27.920039495634605,81455.402162937,153855705.60932174,3733973095.069896,-4.5676951272340744,1024.2385964660132,620.6352232234432,4687.334494272083,15612.422118597318,23810.349703501528,213.0797309108855,23810.349703501528,LP3
48449,81,292.78052085512206,10359625.753676524,1119446884084.1433,150319269425089.53,-7.017835312226469,2063.848343848441,13932.85632698375,36578.20632551548,54988.36535131671,61790.232018494746,216.2182474604876,61790.232018494746,LP3
48451,109,97.3899488921445,4374444.609473143,145575256648.54056,11881179127364.02,-6.304713588308321,2700.545278741509,9597.514617480556,53137.35527235009,132077.58408767544,178391.34278358327,393.3790674271821,178391.34278358327,LP3
48453,120,629.747565739956,2675533.685192002,109019925391.10254,9693720009201.06,-6.427434747721252,3219.9862611307835,17489.828264060234,117082.74905550484,568816.4102749337,1080292.5269096592,,1080292.5269096592,LP3
48455,27,400.259196566037,447.51693474660425,4944.279117720271,31644.388098932784,-2.761301961151865,655.1015215233571,4099.59357395378,13243.528848496377,19742.08878046749,21773.870927317756,89.93142877736473,21773.870927317756,LP3
48457,107,2522.7644878744827,2510734.951134283,419287701862.5872,67705736553096.03,-7.281999298645996,2724.0373791490783,15829.385622908025,33385.1143373017,44110.3612875652,47457.5227282874,236.71686446926287,47457.5227282874,LP3
48459,78,3508.3050619164596,11587.173643191005,28453.56218822151,40929.3177873125,-0.4955329317811843,1492.9623393021925,3696.068238368794,11318.986673032832,21094.73210988001,26041.873917462308,213.4137823997587,26041.873917462308,LP3
48463,95,86.70572615505692,6908002.908482239,297927581054.4016,27131934390000.215,-6.461684289839923,2467.8364227117545,19872.69109344075,137639.35345906435,313838.76065353665,397817.2540828728,384.19891721509015,397817.2540828728,LP3
48465,82,277.5065898687849,30607467.192254428,4177981311126.4834,619263216000660.9,-7.15930471875024,2296.980769643629,43143.17059886001,197368.47664269025,440413.6783090108,573356.9494077464,278.65981176165786,573356.9494077464,LP3
48467,59,128.3246870861134,2207336.312558438,77973212175.47523,6526474220184.066,-6.340861920122028,1383.4529781089032,5727.542763356642,22084.424679703723,41856.30635566672,50970.25646541574,193.7189715580459,50970.25646541574,LP3
48469,87,715.7253911923099,7740174.250846556,681380289985.6957,83903195500072.56,-6.893763307966701,2258.48781895755,17452.466509936876,83927.6618242434,197240.432234405,262457.73226408765,298.2980517831883,262457.73226408765,LP3
48471,82,34.94556350492931,4174955.068811993,124920047224.17113,9747129620044.64,-6.240315467446381,2161.6217953599366,25800.20716827333,82649.34702007573,108950.09651714728,114625.43475033088,271.6343508867454,114625.43475033088,LP3
48475,14,51.23033803687801,12134.953592357851,1510800.3818955584,11613880.976476109,-2.9211280623322216,210.74007027463665,76.11474604845887,7888.496711437128,375925.07553324546,1804771.9943664896,,1804771.9943664896,LP3
48477,74,235.2592690718261,106814002.92218933,64386710395875.65,1.7881065543414932e+16,-8.058586679581694,2100.96021832723,53790.39441822642,107805.9825147022,135224.3829545661,142697.42816950986,160.22728673820106,142697.42816950986,LP3
48479,112,36.44064112520735,7658936.405115795,355793253956.12427,33435603025213.61,-6.506671422601299,2961.8766628706107,24574.32249759554,178633.85758718598,373626.1821571694,453275.3231685031,466.7062484986476,453275.3231685031,LP3
48481,82,1533.5741857936175,5952165.733089256,525730021078.73376,64832771830323.79,-6.8958834158333975,2186.6562146647607,24785.874561359116,69986.3438063958,114216.50650600482,132771.89912928877,224.11873026646433,132771.89912928877,LP3
48483,61,46.13586801918402,1871371.902566426,58597081619.72834,4660869667441.5205,-6.267840442173529,1322.9620227157986,2657.205258962446,10197.885940436532,17970.625256463834,21126.575224660075,204.88921696909568,21126.575224660075,LP3
48485,87,121.46137910683332,2302748.5398952523,83718922119.56834,7093170548825.532,-6.358286285389967,1998.3493870992413,3950.087542843228,11565.467032800458,21179.65666528355,26028.197774963468,229.0580052086978,26028.197774963468,LP3
48487,55,447.0457694200608,464.1787913944397,639.454615015321,969.7924030693778,-1.4256094987131958,1674.6006074713866,7803.187956489562,22700.225705283377,35447.62778415234,40226.91098542124,160.2904378845073,40226.91098542124,LP3
48491,91,295.0856230527562,12297516.375758171,1522772327832.139,216598190601452.3,-7.100309890525452,2310.8383516008544,12668.467913078575,48346.915682637686,96194.39260485517,120174.56133820688,287.8183140377559,120174.56133820688,LP3
48493,26,2388.606965892054,1275381.9123642507,9510829425.194118,412770288084.2769,-5.400176615487851,579.6202777765376,8669.352086953022,19866.99007447922,28823.615383590582,32200.608102077906,64.48012389103407,32200.608102077906,LP3
48497,102,337.2684066751374,2873208.1043843795,120915897288.83748,10898676458474.943,-6.4469110012531985,2366.2115473147,4780.843594191255,17627.184916152197,37176.11056239501,48039.51302677451,305.4370806552644,48039.51302677451,LP3
48499,78,541.3635022771591,8907416.740950573,820807026642.9164,103042430160796.78,-6.921419277919333,1984.627595440428,14151.086281227508,38129.27746540777,59081.99213060032,67222.06240582075,210.14538779959437,67222.06240582075,LP3
48503,97,162.1631330481379,9552325.572103122,989952392983.302,130601627228533.44,-6.992518187682469,2480.6818065690913,13928.846781114024,39647.59800713976,62049.465570272434,70614.80650433761,272.46062056219364,70614.80650433761,LP3
48505,27,50.35011420220313,13879305.591398288,991346697719.7852,111742895916468.52,-6.767144226429849,683.8988232259939,39367.22497554052,199521.514586993,248784.3723858191,255040.29550690248,116.53976536024174,255040.29550690248,LP3
